id	tipo	pt	yrl	flags
art102.caput.inc2	inciso	julgar, em recurso ordinário:	ujugari, aáramẽ aikué rekursu urdináriu:	
art102.caput.inc2.a	alinea	o habeas corpus, o mandado de segurança, o habeas data e o mandado de injunção decididos em única instância pelos Tribunais Superiores, se denegatória a decisão;	habeas corpus, dukumẽtu uyururéu uyururári arã yepé mirá uikúwa mũdé-táwa upé, asuí dukumẽtu uyururéu upuusú arã yepé miíra direitu-ita, asuí dukumẽtu uyururéuwa yũbeusawá-ita yepé miíra suí, asuí dukumẽtu uyururéu upuusú tekú asuí upurawáka arã yepẽtu ĩstãsia, kuá-ita Trubunáu wasúpíriwa-ita resê, aáramẽ ũba uputari kuá purawákasawá;	razao_comprimento_atipica
art102.caput.inc2.b	alinea	o crime político;	pulítiku yawisawá-aíwa;	
art102.caput.inc3	inciso	julgar, mediante recurso extraordinário, as causas decididas em única ou última instância, quando a decisão recorrida:	ujugari aáramẽ aikué rekursu istraurdináriu, kuá maã-ita yupurawákawá yepẽtu istãsia resê ou kasakirewaára ĩstãsia resê, aáramẽ yepé miíra ũba uyare putai kuá purawákasawá:	
art102.caput.inc3.a	alinea	contrariar dispositivo desta Constituição;	umuyã amũrupíwaá kuá mũdusáwa turusúwa mũdusawá suí;	
art102.caput.inc3.b	alinea	declarar a inconstitucionalidade de tratado ou lei federal;	umukuáu ĩkũstitusiunalidadi yepé tratadu suí ou yepé tekú federáu suí;	
art102.caput.inc3.c	alinea	julgar válida lei ou ato de governo local contestado em face desta Constituição;	ujugari mayé katú yepé tekú ou atu guvernu suí rẽdawára, unheẽwa amũrupí kuá mũdusáwa turusúwa suí.	
art102.caput.inc3.d	alinea	julgar válida lei local contestada em face de lei federal.	ujulgari mayé katú yepé tekú rẽdawára unheẽwa amũrupí kuá tekú federáu suí.	
art102.par1	paragrafo	A arguição de descumprimento de preceito fundamental, decorrente desta Constituição, será apreciada pelo Supremo Tribunal Federal, na forma da lei.	º Supéremu Tribunáu Federáu usú kurí umaã katú aáramẽ yepé miíra ũba umuyã mayé unheẽ kuá mũdusáwa turusúwa preséitu fũdamẽtáu yawé.	
art102.par2	paragrafo	As decisões definitivas de mérito, proferidas pelo Supremo Tribunal Federal, nas ações diretas de inconstitucionalidade e nas ações declaratórias de constitucionalidade produzirão eficácia contra todos e efeito vinculante, relativamente aos demais órgãos do Poder Judiciário e à administração pública direta e indireta, nas esferas federal, estadual e municipal.	Aáramẽ Supéremu Tribunáu Federáu upurawáka méritu irũ kuá asãu-ita reséwaára ĩkũtitusiunalidade suí, asuí kuá asãu-ita reséwaára umukuáuwa kũtitusiunalidadi, kuá purawákasawá upitá kurí mayé mũdusawá yawé panhẽ amũ maã-ita supé uyuúriwa kuá suí, kuá urgãu-ita supé Kirĩbasawá Judisiáriu suí, asuí kuá adiministrasãu miírasá-yaára supé, federáu-waára, istadu-waára asuí munisípiu-waára.	
art102.par3	paragrafo	No recurso extraordinário o recorrente deverá demonstrar a repercussão geral das questões constitucionais discutidas no caso, nos termos da lei, a fim de que o Tribunal examine a admissão do recurso, somente podendo recusá-lo pela manifestação de dois terços de seus membros.	Rekursu istraurdináriu upé awá uusai kuá, upurãi umukameẽ kuá rekursu uyeẽ kuá tema-ita reséwaára ekunũmiku, pulítiku, susiau ou jurídiku asuí kuá rekursu ũba unheẽ i putaresawá reséwaára, asuí kuáyé, Tribunáu upuderi umaã kaátu kuá rekursu, ma upuderi uyumine aáramẽ muíri mukũi mẽbru-ita musapíri suí ũba uputari.	
art103-B.caput	caput	O Conselho Nacional de Justiça compõe-se de 15 (quinze) membros com mandato de 2 (dois) anos, admitida 1 (uma) recondução, sendo:	Ũbeusara Nasionau upuraki kurí 15 míra ta irũu, ta pudei ta puraki ápe te mukui akayu, maã sã ta putari ramẽẽ, ta pudei ta puraki mukũi akayu xinga yuíri, kuáyé:	digitos_divergem
art103-B.caput.inc1	inciso	o Presidente do Supremo Tribunal Federal;	Prezidẽti Turusú piri waá tribunau supé aárama;	
art103-B.caput.inc2	inciso	um Ministro do Superior Tribunal de Justiça, indicado pelo respectivo tribunal;	Yepé Ministru do Superiú Tribunau de Justisa, ta mukamé waá tribunau upé.	
art103-B.caput.inc3	inciso	um Ministro do Tribunal Superior do Trabalho, indicado pelo respectivo tribunal;	Yepé Ministru Tribunau Superiú do Murakí, ta mukameê waá tribunau upé;	
art103-B.caput.inc4	inciso	um desembargador de Tribunal de Justiça, indicado pelo Supremo Tribunal Federal;	yepé deseũbárgador Tribunau Justisa, mukameẽ Turusú piri waá Tribunau Federau upé;	
art103-B.caput.inc5	inciso	um juiz estadual, indicado pelo Supremo Tribunal Federal;	yepé juís istadual, mukameẽ Turusú piri waá Tribunau Federau upé;	
art103-B.caput.inc6	inciso	um juiz de Tribunal Regional Federal, indicado pelo Superior Tribunal de Justiça;	yepé juís Tribunau Rejiunau Federau, mukameẽ Turusúpíri-waitá Tiribunáu Justisá resé;	
art103-B.caput.inc7	inciso	um juiz federal, indicado pelo Superior Tribunal de Justiça;	yepé juíz federau, mukameẽ Tribunau de Justisa upé;	
art103-B.caput.inc8	inciso	um juiz de Tribunal Regional do Trabalho, indicado pelo Tribunal Superior do Trabalho;	yepé juís Tribunau Rejiunau do Murakí waára, ta mukameẽ Tribunau Superiú do murakí upé.	
art103-B.caput.inc9	inciso	um juiz do trabalho, indicado pelo Tribunal Superior do Trabalho;	yepé juís do Murakí, ta mukameẽ Tribunau Superiú do Murakí;	
art103-B.caput.inc10	inciso	um membro do Ministério Público da União, indicado pelo Procurador-Geral da República;	yepé míra upuraki waá Ministeriu payẽ awá yaára waá upé, ta mukameẽ Procuradoria Geral da República rupí;	
art103-B.caput.inc11	inciso	um membro do Ministério Público estadual, escolhido pelo Procurador-Geral da República dentre os nomes indicados pelo órgão competente de cada instituição estadual;	yepé míra upuraki waá Ministeriu payẽ awá yaára waá Istaduauupé, Procurador Geral República uparawaáka waá ta rera ta sui yãIstadu upé.	
art103-B.caput.inc12	inciso	dois advogados, indicados pelo Conselho Federal da Ordem dos Advogados do Brasil;	mukũi advogado itá, ta mukamee waá Ũbeusara Federau adivugadu Braziu waára ta.	
art103-B.caput.inc13	inciso	dois cidadãos, de notável saber jurídico e reputação ilibada, indicados um pela Câmara dos Deputados e outro pelo Senado Federal.	mukũi míra ita, yãta ukuwa purãga míra ta rikusá ta resé, ta mukamé waá Kãmara Deputadu Federau upé, asuji Senadu Federau yuíri.	
art103-B.par1	paragrafo	O Conselho será presidido pelo Presidente do Supremo Tribunal Federal e, nas suas ausências e impedimentos, pelo Vice-Presidente do Supremo Tribunal Federal.	YãŨbeusara awáá sesá yãPrezidẽti Turusú piri waá Tribunau Federau, ti ramé kuri upuderi, awáá usú umũdú asuí, yãsakakuera waára Prezidẽti Turusú piri waá Tribunau Federau waára.	
art103-B.par2	paragrafo	Os demais membros do Conselho serão nomeados pelo Presidente da República, depois de aprovada a escolha pela maioria absoluta do Senado Federal.	Amũ ita míra ta Ũbeusara pura tá, awáá usú umukamé aĩtá, yã Prezidẽti da República, mairamé Senadu waára ta, ta putari aĩtá.	
art103-B.par3	paragrafo	Não efetuadas, no prazo legal, as indicações previstas neste artigo, caberá a escolha ao Supremo Tribunal Federal.	ti ramé ta mi mnhã pawá kuá muraákí prazu upé, maã ũbeu waá kuá umũdú sá upé, awáá usú uparawaáka aĩtá yã Turusú piri waá Tribunau Federau.	
art103-B.par4	paragrafo	Compete ao Conselho o controle da atuação administrativa e financeira do Poder Judiciário e do cumprimento dos deveres funcionais dos juízes, cabendo-lhe, além de outras atribuições que lhe forem conferidas pelo Estatuto da Magistratura:	Ũbeusara kuri usú umuyakũta purãga yãdiñeru resé waára Judisiariu, purãga aárama juiz ta puraki, asui ta sikari aárama ta miyã aãmu muraákí ta, ta yaára waitá, mayé te ũbeu waá ta Estatuto upé.	
art103-B.par4.inc1	inciso	zelar pela autonomia do Poder Judiciário e pelo cumprimento do Estatuto da Magistratura, podendo expedir atos regulamentares, no âmbito de sua competência, ou recomendar providências;	Judisiariu kirĩbásá upueri upuraki mayé té umanduari waá, u mayé te ũbeu waá tá Estatuto upé, ta puder ita mundu asui ta ũbeu mayé purãga ta puraki aárama.	
art103-B.par4.inc2	inciso	zelar pela observância do art. 37 e apreciar, de ofício ou mediante provocação, a legalidade dos atos administrativos praticados por membros ou órgãos do Poder Judiciário, podendo desconstituí-los, revê-los ou fixar prazo para que se adotem as providências necessárias ao exato cumprimento da lei, sem prejuízo da competência do Tribunal de Contas da União;	Ta muyakũta aárama ta maã purãga maã ũbeu waá umũdúsa upé 37, mairamé yãmíra tá upuraki Judisiariu kirĩbásá upé ta miyã maã puxiwera, aĩtá têtasika ta muraákí yuíri maã ta miyã waá puxiera, ti aárama ta xari maã puxiwera waá Tribunau Conta Uniãusupé.	
art103-B.par4.inc3	inciso	receber e conhecer das reclamações contra membros ou órgãos do Poder Judiciário, inclusive contra seus serviços auxiliares, serventias e órgãos prestadores de serviços notariais e de registro que atuem por delegação do poder público ou oficializados, sem prejuízo da competência disciplinar e correicional dos tribunais, podendo avocar processos disciplinares em curso, determinar a remoção ou a disponibilidade e aplicar outras sanções administrativas, assegurada ampla defesa;	Ta puderi ta pisika, asui ta umaã mirá ta resé waára ta puraki waitá yãPoder Judicário upé, maã ta miyã puxiwera na rumuaára ta supé, mamé ta puraki waá, u awáita supé ta miyã muraákí. Ti ramé ta purraki purãga ta puder ita mundu ta suu aãmu kití, u ta puderi yaká aĩtá, ta ũbeu aĩtá, ma aĩtá ta puderi yuíri ta yudefenderi.	
art103-B.par4.inc4	inciso	representar ao Ministério Público, no caso de crime contra a administração pública ou de abuso de autoridade;	Ukuntari aáram Ministeriu payẽ awá yaára waá rupí, mairmé ta kuntari puxiwera administração públoc resé, u autoridade ta, ta mundu mundu retana míra ta resé.	
art103-B.par4.inc5	inciso	rever, de ofício ou mediante provocação, os processos disciplinares de juízes e membros de tribunais julgados há menos de um ano;	umaã aárama yãmaã puxiwera waá juiz ta miyã, míra ta, ta puraki waá Tibunal ta upé, ta miyã wá puxiwera ti re waá usika yepé akayu	
art103-B.par4.inc6	inciso	elaborar semestralmente relatório estatístico sobre processos e sentenças prolatadas, por unidade da Federação, nos diferentes órgãos do Poder Judiciário;	ũpinĩma aárama yépé kuntari yepé pu yé riré mamé umukamé waá payẽ maã resé waára ta xari waá Federação upé, asui aãmu Judisiariu kirĩbásá ta upé yuíri.	
art103-B.par4.inc7	inciso	elaborar relatório anual, propondo as providências que julgar necessárias, sobre a situação do Poder Judiciário no País e as atividades do Conselho, o qual deve integrar mensagem do Presidente do Supremo Tribunal Federal a ser remetida ao Congresso Nacional, por ocasião da abertura da sessão legislativa.	ũpinĩma aárama yépé kuntari sá akayu yawé yawé, mamé ũbeu wá mayé ta uikú yã Judisiariu kirĩbásá muraákí, asui mayé ta upueri ta puraki purãga, yawé te yuíri Ũbeusara resé waára, asui ta s uta mundu yãũpinĩma sá yã Prezidẽti Tribunau Federau supé, aé waã umundú Kũgresu Nasionau supé, ta mukamé aárama mairamé ta yupiru ta muraákí.	
art103-B.par5	paragrafo	O Ministro do Superior Tribunal de Justiça exercerá a função de Ministro-Corregedor e ficará excluído da distribuição de processos no Tribunal, competindo-lhe, além das atribuições que lhe forem conferidas pelo Estatuto da Magistratura, as seguintes:	YãMinistru Turusú piri waá Tribunau Justisa, aé uxari kuá imuraákí usú upuraki mayé Ministru –Corregedro, tiã kuri upuderi umũdú yã prucesu ta tribunau upé, aé usú uminyã kuraki maã ũbeu waá Estatuto, asui kuá-itá yuirí:	
art103-B.par5.inc1	inciso	receber as reclamações e denúncias, de qualquer interessado, relativas aos magistrados e aos serviços judiciários;	upuderi upiska kuntari sá puxiwera waitá, mayé wa míra ta sui, Magisrtado ta resé waára asui muraákí ta resé judisiariu pura ta resé.	
art103-B.par5.inc2	inciso	exercer funções executivas do Conselho, de inspeção e de correição geral;	upueri umukaáturu asui umuyakũta uma purãga muraákí resé Ũbeusara upé.	
art103-B.par5.inc3	inciso	requisitar e designar magistrados, delegando-lhes atribuições, e requisitar servidores de juízos ou tribunais, inclusive nos Estados, Distrito Federal e Territórios.	upurãdú asui umũdú magistrado ta resé ũbeu mayêta ta upuraki aárama, upéri yuíri upurãdú míra ta upuraki wait ajuiz asui tribunau tau pé, istadu, Distritu Federau e Iwí pusawẽra ta upé.	
art103-B.par6	paragrafo	Junto ao Conselho oficiarão o Procurador-Geral da República e o Presidente do Conselho Federal da Ordem dos Advogados do Brasil.	Ũbeusara usú umukamé usikai sá republika yáára supé asuí Prezidẽti Ũbeusara Federau yãAdovgado ta yaára Brail upé.	
art103-B.par7	paragrafo	A União, inclusive no Distrito Federal e nos Territórios, criará ouvidorias de justiça, competentes para receber reclamações e denúncias de qualquer interessado contra membros ou órgãos do Poder Judiciário, ou contra seus serviços auxiliares, representando diretamente ao Conselho Nacional de Justiça.	União, Distritu Federau, asuí Iwí pusawẽra itá, ta su mukiriari yepé setor mamé ta upéri aárama ta sẽdú míra ta sui maã ti waá ta min hã uikú yã Judisiariu kirĩbásá pura tá, asui awáitá ta puraki ta irũu yuíri.	
art104.caput	caput	O Superior Tribunal de Justiça compõe-se de, no mínimo, trinta e três Ministros.	Kuá Turusú piri waá Tribunau Justisa urikú kuri trinta e três ministru ta.	
art104.pu	paragrafo	Os Ministros do Superior Tribunal de Justiça serão nomeados pelo Presidente da República, dentre brasileiros com mais de trinta e cinco e menos de setenta anos de idade, de notável saber jurídico e reputação ilibada, depois de aprovada a escolha pela maioria absoluta do Senado Federal, sendo:	Minsitro Turusú piri waá Tribunau pura tá, awá usú umueruk aĩtá yã Prezidẽti da República, aĩtá tarikutê tariku 35 asui ti ta puderi ita usasá 70 akayu, ta riku waitá turusú ukuawasá tá yané kirusawá reséwaára, mamé Senadu Federau uputari waitá yuíiri, kuáyé:	digitos_divergem
art104.pu.inc1	inciso	um terço dentre juízes dos Tribunais Regionais Federais e um terço dentre desembargadores dos Tribunais de Justiça, indicados em lista tríplice elaborada pelo próprio Tribunal;	yepé juis upuraki aárama musapíri Tribunau Rejiunau Federau upé, asuí yepé juiz te yuíri upuraki aárama mayé deseũbárcador Tribunau da Justisa upé, Tribunau umukamé waá musapiri rera tá.	
art104.pu.inc2	inciso	um terço, em partes iguais, dentre advogados e membros do Ministério Público Federal, Estadual, do Distrito Federal e Territórios, alternadamente, indicados na forma do art. 94.	yepé musapíri, pisá, kuá adivugadu-itá asuí mẽbru-itá Ministériu Miírasá-yaára Federau suí, Istaduau, asuí Distritu Federáu suí asuí Teritúriu-ita, ramẽ yuíri, uĩdikariwa aé mayé kuá umũdú sá 94 ũbeu waá.	
art106.caput	caput	São órgãos da Justiça Federal:	Justisa Federau uyumuyã uikú kuáyé:	
art106.caput.inc1	inciso	os Tribunais Regionais Federais;	Tribunau Rejiunau Federau ta;	
art106.caput.inc2	inciso	os Juízes Federais.	Juiz Federau ta.	
art107.caput	caput	Os Tribunais Regionais Federais compõem-se de, no mínimo, sete juízes, recrutados, quando possível, na respectiva região e nomeados pelo Presidente da República dentre brasileiros com mais de trinta e menos de setenta anos de idade, sendo:	Tribunau Rejiunau Federau tá urikú 7 juiz ta, asui waára t até, awá usú umeruka aĩtá yãPrezidẽti da República, aĩtá ta urikú 30 a té 70 akayu.	digitos_divergem
art107.caput.inc1	inciso	um quinto dentre advogados com mais de dez anos de efetiva atividade profissional e membros do Ministério Público Federal com mais de dez anos de carreira;	yepé pitérupí pú advogado itá upurakí waitá dez akayúana mayé advogado, asuí ta puraki waitá Ministeriu payẽ awá yaára waá Federau upé dez akayuana yuíri.	
art107.caput.inc2	inciso	os demais, mediante promoção de juízes federais com mais de cinco anos de exercício, por antiguidade e merecimento, alternadamente.	asuí amũ juiz-itá ta upurakíwa 5 akayuana, purãga waitá ta kuraki.	razao_comprimento_atipica
art107.par1	paragrafo	A lei disciplinará a remoção ou a permuta de juízes dos Tribunais Regionais Federais e determinará sua jurisdição e sede.	Umũdú sá usú ũbeu mayê ta puraki aárama purãga, asui mayê ta miyã ta tirika putari ramé, makití ta usú aárama yuiri ta puraki.	
art107.par2	paragrafo	Os Tribunais Regionais Federais instalarão a justiça itinerante, com a realização de audiências e demais funções da atividade jurisdicional, nos limites territoriais da respectiva jurisdição, servindo-se de equipamentos públicos e comunitários.	Tribunau Rejiunau Federau ta, ta su umukiari nahanheẽ wa muraákí aápekaátu Tetãma ta sui, comunidade ta rupí, míra ta ta puderi aárama miyã yãmuraákí.	
art107.par3	paragrafo	Os Tribunais Regionais Federais poderão funcionar descentralizadamente, constituindo Câmaras regionais, a fim de assegurar o pleno acesso do jurisdicionado à justiça em todas as fases do processo.	Tribunau Rejiunau Federau ta upuderi ta miyã muraákí aãmu Tetãma ta rupí, míra ta puderi aárama ta urikú yãmuraákí.	
art108.caput	caput	Compete aos Tribunais Regionais Federais:	Tribunau Rejiunau Federau taminhã kuri ta muraákí kuáyé::	
art108.caput.inc1	inciso	processar e julgar, originariamente:	usú umaã asui umũdú ta minhã:	
art108.caput.inc1.a	alinea	os juízes federais da área de sua jurisdição, incluídos os da Justiça Militar e da Justiça do Trabalho, nos crimes comuns e de responsabilidade, e os membros do Ministério Público da União, ressalvada a competência da Justiça Eleitoral;	juiz federau ta puraki waá yãpedasu upé, mayé Justisa Suraára ta resé, asuí Justisa Murakí ta resé, maã puxiwera waa ta mi nhã upuraki waitá Ministeriu payẽ awá yaára waá upé;	
art108.caput.inc1.b	alinea	as revisões criminais e as ações rescisórias de julgados seus ou dos juízes federais da região;	umupurãga aárama mãa puxiwera ta resé Juiz federau ta miyã waá.	
art108.caput.inc1.c	alinea	os mandados de segurança e os habeas data contra ato do próprio Tribunal ou de juiz federal;	mundu saára ta nhã upuraki waá ta Tribunau upé u juiz federau ta.	
art108.caput.inc1.d	alinea	os habeas corpus, quando a autoridade coatora for juiz federal;	ta mikaunta aárama yãjuiz federau mairmé usú presu teyũtu.	
art108.caput.inc1.e	alinea	os conflitos de competência entre juízes federais vinculados ao Tribunal;	mairamé juiz ta maáramũya ta muraákí resé waára, upuraki waitá Tribunau upé.	
art108.caput.inc2	inciso	julgar, em grau de recurso, as causas decididas pelos juízes federais e pelos juízes estaduais no exercício da competência federal da área de sua jurisdição.	ũbeu ramé maã juiz federau asui juiz estaual ta tambue wã waá mamé ta puraki waá.	razao_comprimento_atipica
art109.caput	caput	Aos juízes federais compete processar e julgar:	Juiz federau ta puderi ta muatiri papéra ta kuntari aárama maã resé:	
art109.caput.inc1	inciso	as causas em que a União, entidade autárquica ou empresa pública federal forem interessadas na condição de autoras, rés, assistentes ou oponentes, exceto as de falência, as de acidentes de trabalho e as sujeitas à Justiça Eleitoral e à Justiça do Trabalho;	manungaára ta resé Uniãuemr[pres pública ta putari taikú, ti ta puder ita kuntari maã resé upawá wa uikú, míra usasá puxiwera muraákí upé, asui maã ũbeu justisa eleyturau asui Justica muraákí resé waára waá.	
art109.caput.inc2	inciso	as causas entre Estado estrangeiro ou organismo internacional e Município ou pessoa domiciliada ou residente no País;	maã ta resé waára aápekaátu suiwaára ta asui míra ta uilku waá município upé u Braziu upé.	
art109.caput.inc3	inciso	as causas fundadas em tratado ou contrato da União com Estado estrangeiro ou organismo internacional;	maã ta yukuntari waá uniãuasui istadu ta aápekaátu sui irũo.	
art109.caput.inc4	inciso	os crimes políticos e as infrações penais praticadas em detrimento de bens, serviços ou interesse da União ou de suas entidades autárquicas ou empresas públicas, excluídas as contravenções e ressalvada a competência da Justiça Militar e da Justiça Eleitoral;	pulitiku ta minhã ramé maã puxiwera waitá, upuaki waitá uniãuupé governu tá upé, empresa pública tga upé yuíri, ti ta puderi miyã manungaára ta mi nhã ramé puxiwera yãjusriça militarir u eleyturau upé.	
art109.caput.inc5	inciso	os crimes previstos em tratado ou convenção internacional, quando, iniciada a execução no País, o resultado tenha ou devesse ter ocorrido no estrangeiro, ou reciprocamente;	ta minmhã ramé maã puxiwera waitá, yãconvenção internasionau upé, ta puder ita muyupiru aé Braziu upé, ta puder ita julgaria é yãaãmu Pais kití.	
art109.caput.inc5A	inciso	as causas relativas a direitos humanos a que se refere o § 5º deste artigo;	manungaára waá kuntari sá míra rikusá wa resé mayêté ũbeu iké § 5º	
art109.caput.inc6	inciso	os crimes contra a organização do trabalho e, nos casos determinados por lei, contra o sistema financeiro e a ordem econômico-financeira;	mairamé ta minmhã maã puxiwera yãnita ruaxá upurakí waitá muraákí rupí, aãmu maã itá ũbeu umũdú sá upé, diñeru resé waára yuíri.	
art109.caput.inc7	inciso	os habeas corpus, em matéria criminal de sua competência ou quando o constrangimento provier de autoridade cujos atos não estejam diretamente sujeitos a outra jurisdição;	mairamé maã tambue waá ti supi reté u mairamé autoridade ta minmhã miyã indé mamé repuraki waá.	
art109.caput.inc8	inciso	os mandados de segurança e os habeas data contra ato de autoridade federal, excetuados os casos de competência dos tribunais federais;	ta maã rama teyũtu waá ser waá ta kuntari yãautoridade federau resé waára, mãa ti ta puderi ta mundu yãtribunau federau ta yaára resé.	
art109.caput.inc9	inciso	os crimes cometidos a bordo de navios ou aeronaves, ressalvada a competência da Justiça Militar;	mairamé ta miyã puxiwera waa tá navio tau pé, avião ta upé, ma ti tapuderi ta julgari sã suraára ta miyã ramé yawé, awá usú ujugari ain ta yãjustisa militarir.	
art109.caput.inc10	inciso	os crimes de ingresso ou permanência irregular de estrangeiro, a execução de carta rogatória, após o exequatur, e de sentença estrangeira, após a homologação, as causas referentes à nacionalidade, inclusive a respectiva opção, e à naturalização;	mairamé aiwaitá uwiké u usẽmu waitá yepé País sui.	razao_comprimento_atipica
art109.caput.inc11	inciso	a disputa sobre direitos indígenas.	ta yusã ramé indígena ta riku sawá resé.	
art109.par1	paragrafo	As causas em que a União for autora serão aforadas na seção judiciária onde tiver domicílio a outra parte.	mairamé yãĩtá Uniãu yaára, ápe tem julgá aĩtá ápe té.	razao_comprimento_atipica
art109.par2	paragrafo	As causas intentadas contra a União poderão ser aforadas na seção judiciária em que for domiciliado o autor, naquela onde houver ocorrido o ato ou fato que deu origem à demanda ou onde esteja situada a coisa, ou, ainda, no Distrito Federal.	mairamé ta miyã puxiwera Uniãu ruaxaára, aápe ta puderi puraki sesé mamé míra uikú waá, mamé tãbeu waá seésé waára puxiwera, asui ta puderi yuíri ta puraki sesé Distritu Federau upé yuíri.	
art109.par3	paragrafo	Lei poderá autorizar que as causas de competência da Justiça Federal em que forem parte instituição de previdência social e segurado possam ser processadas e julgadas na justiça estadual quando a comarca do domicílio do segurado não for sede de vara federal.	umũdú sawá upuderi umũdú maã justisa federau upuderi umuyã, mayé previendicia social resé waára, ta puder ita jugari yãjustisa istaduauupé, mairamé yãmíra ti uikú distritu federau upé.	
art109.par4	paragrafo	Na hipótese do parágrafo anterior, o recurso cabível será sempre para o Tribunal Regional Federal na área de jurisdição do juiz de primeiro grau.	Yãmaã ũbeu waá paáragrfo musapiri upé, awá usú upuraki seésé yãTribunau Rejiunau Federau, mamé aikué waá juiz reté waá.	
art109.par5	paragrafo	Nas hipóteses de grave violação de direitos humanos, o Procurador-Geral da República, com a finalidade de assegurar o cumprimento de obrigações decorrentes de tratados internacionais de direitos humanos dos quais o Brasil seja parte, poderá suscitar, perante o Superior Tribunal de Justiça, em qualquer fase do inquérito ou processo, incidente de deslocamento de competência para a Justiça Federal.	Mairamé ta minhã puxiwera kaátu yãmíra ta riku sawá ta resé, ápe yãProcurador Geral Republica waára, ta puderi aárama taminhã satambika yãpixwera resé ta minhã, ta pude ta musasá yãmuraákí Supéiror tribunau Justisa supé, asui yuíri yãJustisa Federau supé iké Braziu upé.	
art110.caput	caput	Cada Estado, bem como o Distrito Federal, constituirá uma seção judiciária que terá por sede a respectiva Capital, e varas localizadas segundo o estabelecido em lei.	Muíri Istadu tá, asui Distritu Federau, ta mukiriari yepé Sesãu judiciária, isedi upitá yãyãCapital tau pé té, asui vaára ta taikú mayê té ũbeu waá ley upé.	
art110.pu	paragrafo	Nos Territórios Federais, a jurisdição e as atribuições cometidas aos juízes federais caberão aos juízes da justiça local, na forma da lei.	Iwí pusawẽra federau tau pé, awá usú ũbeu mamé, mayé Juiz Federau ta puraki, yã Juiz da justisa tẽdáwá waára, mayé te ũbeu waá ley.	
art111.caput	caput	São órgãos da Justiça do Trabalho:	Justisa do Murakí uyumuyã kuáyé:	
art111.caput.inc1	inciso	o Tribunal Superior do Trabalho;	Tribunau Superiú muraki resewara irũu;	
art111.caput.inc2	inciso	os Tribunais Regionais do Trabalho;	aikué Tribunau Rejiunau muaki resewara yára waá.	
art111.caput.inc3	inciso	Juízes do Trabalho.	Juiz umuyakũtawa muraki resé.	
art111-A.caput	caput	O Tribunal Superior do Trabalho compõe-se de vinte e sete Ministros, escolhidos dentre brasileiros com mais de trinta e cinco e menos de setenta anos de idade, de notável saber jurídico e reputação ilibada, nomeados pelo Presidente da República após aprovação pela maioria absoluta do Senado Federal, sendo:	Tribunau Superiú Murakí resewára waá urikú mukũi pu irũdí Ministru-itá, ta parawaáka waá, iriku waitá 35 akayu te 70 akayu, ta ukuá waá tá purãga kaátu míra ta riku sawá ta resé waára, Senadu uputari waitá, asui Prezidẽti Braziu Yaára usú umuseruka aĩtá.	digitos_divergem
art111-A.caput.inc1	inciso	um quinto dentre advogados com mais de dez anos de efetiva atividade profissional e membros do Ministério Público do Trabalho com mais de dez anos de efetivo exercício, observado o disposto no art. 94;	yepé pú asuí advogado ta upurakí waá ta dez akayú mayé advogado, upuraki waá ta Ministeriu payẽ awá yaára waá Murakí upé, tarikú yuíri dez akayú ta puraki ápe, mayé ũbeu waá umũdú sá 94 upé;	
art111-A.caput.inc2	inciso	os demais dentre juízes dos Tribunais Regionais do Trabalho, oriundos da magistratura da carreira, indicados pelo próprio Tribunal Superior.	aãmui juiz t ata yuíri waá Tribunau Rejiunau do Murakí sui, ta yuíri waá muraákí sui mayé advogado, Tribunau Superiú umũdú waitá.	
art111-A.par1	paragrafo	A lei disporá sobre a competência do Tribunal Superior do Trabalho.	Ley usú ũbeu mayê tá Tribunau Superiú do Murakí usú upuraki aárama.	
art111-A.par2	paragrafo	Funcionarão junto ao Tribunal Superior do Trabalho:	Ta puraki kuri yepéwasú Tribunau Superiú do Murakí.	
art111-A.par2.inc1	inciso	a Escola Nacional de Formação e Aperfeiçoamento de Magistrados do Trabalho, cabendo-lhe, dentre outras funções, regulamentar os cursos oficiais para o ingresso e promoção na carreira;	ũbeu sawá ta ruka mamé uyumubeu waá Magistrados do Murakí pura itá, tem ki ta ũbeu mamé ta wiké aárama asui ta sú aárama ta rundé kití purãga ta muraákí upé.	
art111-A.par2.inc2	inciso	o Conselho Superior da Justiça do Trabalho, cabendo-lhe exercer, na forma da lei, a supervisão administrativa, orçamentária, financeira e patrimonial da Justiça do Trabalho de primeiro e segundo graus, como órgão central do sistema, cujas decisões terão efeito vinculante.	Ũbeusara Superiú da Justisa do Murakí usú kuri umuyakũta purãga ta resé asui diñeru ta resé yuíri, maã Justisa do murakí urikú waá,	razao_comprimento_atipica
art111-A.par3	paragrafo	Compete ao Tribunal Superior do Trabalho processar e julgar, originariamente, a reclamação para a preservação de sua competência e garantia da autoridade de suas decisões.	Tribunau Superiú do Tmurakí, urikúté kuri ũbeu, umũdú ta miyã purãga maã autoridade tá mundu waá ta miyã.	
art112.caput	caput	A lei criará varas da Justiça do Trabalho, podendo, nas comarcas não abrangidas por sua jurisdição, atribuí-la aos juízes de direito, com recurso para o respectivo Tribunal Regional do Trabalho.	Ley kuri usú umukiriari Justisa de Murakí, mayé té turusú sá uikú, ũburi juiz ápe, diñeru ta puraki aárama.	
